********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend, C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code,m,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb",
tjrbrwq,P,04/13/2022 00:30,1,1,,17.2,<0> ,50.50,<0> ,33.2,<0> ,45.8,<0> ,3.6,<0> ,,<-1> ,,,1.12,<5> [SIC] (CSM),1.07,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 00:45,1,1,,17.3,<0> ,50.27,<0> ,33.0,<0> ,45.1,<0> ,3.6,<0> ,,<-1> ,,,1.11,<5> [SIC] (CSM),1.06,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 01:00,1,1,,17.3,<0> ,49.91,<0> ,32.7,<0> ,43.5,<0> ,3.4,<0> ,,<-1> ,,,1.09,<5> [SIC] (CSM),1.04,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 01:15,1,1,,17.3,<0> ,49.86,<0> ,32.7,<0> ,39.5,<0> ,3.1,<0> ,,<-1> ,,,1.07,<5> [SIC] (CSM),1.02,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 01:30,1,1,,17.4,<0> ,49.61,<0> ,32.5,<0> ,37.2,<0> (CDA),2.9,<0> (CDA),,<-1> ,,,1.06,<5> [SIC] (CSM),1.01,<3> [GCC],7.8,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 01:45,1,1,,17.4,<0> ,49.29,<0> ,32.3,<0> ,34.9,<0> (CDA),2.8,<0> (CDA),,<-1> ,,,1.05,<5> [SIC] (CSM),1.01,<3> [GCC],7.7,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 02:00,1,1,,17.4,<0> ,49.30,<0> ,32.3,<0> ,33.3,<0> (CDA),2.6,<0> (CDA),,<-1> ,,,1.04,<5> [SIC] (CSM),0.99,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 02:15,1,1,,17.3,<0> ,49.29,<0> ,32.3,<0> ,34.1,<0> (CDA),2.7,<0> (CDA),,<-1> ,,,1.03,<5> [SIC] (CSM),0.98,<3> [GCC],7.7,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 02:30,1,1,,17.3,<0> ,49.15,<0> ,32.2,<0> ,29.5,<0> (CDA),2.3,<0> (CDA),,<-1> ,,,1.02,<5> [SIC] (CSM),0.97,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 02:45,1,1,,17.2,<0> ,49.25,<0> ,32.3,<0> ,28.9,<0> (CDA),2.3,<0> (CDA),,<-1> ,,,1.01,<5> [SIC] (CSM),0.96,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 03:00,1,1,,17.1,<0> ,49.19,<0> ,32.2,<0> ,28.7,<0> (CDA),2.3,<0> (CDA),,<-1> ,,,1.01,<5> [SIC] (CSM),0.96,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 03:15,1,1,,17.0,<0> ,49.20,<0> ,32.2,<0> ,31.8,<0> (CDA),2.5,<0> (CDA),,<-1> ,,,1.02,<5> [SIC] (CSM),0.97,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 03:30,1,1,,17.2,<0> ,49.44,<0> ,32.4,<0> ,36.0,<0> (CDA),2.9,<0> (CDA),,<-1> ,,,1.03,<5> [SIC] (CSM),0.98,<3> [GCC],7.8,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 03:45,1,1,,17.1,<0> ,49.16,<0> ,32.2,<0> ,34.9,<0> (CDA),2.8,<0> (CDA),,<-1> ,,,1.05,<5> [SIC] (CSM),1.00,<3> [GCC],7.7,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 04:00,1,1,,16.9,<0> ,49.11,<0> ,32.2,<0> ,36.2,<0> (CDA),2.9,<0> (CDA),,<-1> ,,,1.08,<5> [SIC] (CSM),1.03,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 04:15,1,1,,16.8,<0> ,48.98,<0> ,32.1,<0> ,37.1,<0> (CDA),3.0,<0> (CDA),,<-1> ,,,1.10,<5> [SIC] (CSM),1.05,<3> [GCC],7.7,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 04:30,1,1,,16.8,<0> ,48.68,<0> ,31.8,<0> ,34.0,<0> (CDA),2.7,<0> (CDA),,<-1> ,,,1.14,<5> [SIC] (CSM),1.09,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 04:45,1,1,,16.6,<0> ,47.61,<0> ,31.1,<0> ,27.0,<0> (CDA),2.2,<0> (CDA),,<-1> ,,,1.18,<5> [SIC] (CSM),1.13,<3> [GCC],7.7,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 05:00,1,1,,16.3,<0> ,50.25,<0> ,33.0,<0> ,81.9,<0> ,6.6,<0> ,,<-1> ,,,1.22,<5> [SIC] (CSM),1.17,<3> [GCC],8.0,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 05:15,1,1,,16.5,<0> ,50.87,<0> ,33.4,<0> ,91.7,<0> ,7.3,<0> ,,<-1> ,,,1.27,<5> [SIC] (CSM),1.22,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 05:30,1,1,,16.4,<0> ,50.95,<0> ,33.5,<0> ,94.4,<0> ,7.6,<0> ,,<-1> ,,,1.31,<5> [SIC] (CSM),1.26,<3> [GCC],8.1,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 05:45,1,1,,16.3,<0> ,50.95,<0> ,33.5,<0> ,94.0,<0> ,7.5,<0> ,,<-1> ,,,1.37,<5> [SIC] (CSM),1.32,<3> [GCC],8.1,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 06:00,1,1,,16.2,<0> ,50.99,<0> ,33.5,<0> ,94.4,<0> ,7.6,<0> ,,<-1> ,,,1.41,<5> [SIC] (CSM),1.36,<3> [GCC],8.1,<0> ,6,<0> ,
tjrbrwq,P,04/13/2022 06:15,1,1,,16.1,<0> ,51.02,<0> ,33.5,<0> ,95.9,<0> ,7.7,<0> ,,<-1> ,,,1.46,<5> [SIC] (CSM),1.41,<3> [GCC],8.1,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 06:30,1,1,,16.0,<0> ,51.04,<0> ,33.6,<0> ,95.6,<0> ,7.7,<0> ,,<-1> ,,,1.50,<5> [SIC] (CSM),1.45,<3> [GCC],8.1,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 06:45,1,1,,16.0,<0> ,51.04,<0> ,33.6,<0> ,97.1,<0> ,7.8,<0> ,,<-1> ,,,1.53,<5> [SIC] (CSM),1.48,<3> [GCC],8.1,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 07:00,1,1,,16.0,<0> ,51.04,<0> ,33.6,<0> ,98.3,<0> ,7.9,<0> ,,<-1> ,,,1.55,<5> [SIC] (CSM),1.50,<3> [GCC],8.1,<0> ,6,<0> ,
tjrbrwq,P,04/13/2022 07:15,1,1,,16.0,<0> ,51.04,<0> ,33.6,<0> ,98.3,<0> ,7.9,<0> ,,<-1> ,,,1.58,<5> [SIC] (CSM),1.52,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 07:30,1,1,,16.0,<0> ,51.05,<0> ,33.6,<0> ,97.1,<0> ,7.8,<0> ,,<-1> ,,,1.59,<5> [SIC] (CSM),1.53,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 07:45,1,1,,16.0,<0> ,51.05,<0> ,33.6,<0> ,93.5,<0> ,7.5,<0> ,,<-1> ,,,1.57,<5> [SIC] (CSM),1.51,<3> [GCC],8.0,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 08:00,1,1,,16.1,<0> ,51.05,<0> ,33.6,<0> ,95.2,<0> ,7.7,<0> ,,<-1> ,,,1.57,<5> [SIC] (CSM),1.51,<3> [GCC],8.1,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 08:15,1,1,,16.2,<0> ,51.03,<0> ,33.5,<0> ,101.9,<0> ,8.2,<0> ,,<-1> ,,,1.55,<5> [SIC] (CSM),1.49,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 08:30,1,1,,16.3,<0> ,51.01,<0> ,33.5,<0> ,100.2,<0> ,8.0,<0> ,,<-1> ,,,1.53,<5> [SIC] (CSM),1.47,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 08:45,1,1,,16.4,<0> ,51.00,<0> ,33.5,<0> ,99.7,<0> ,8.0,<0> ,,<-1> ,,,1.51,<5> [SIC] (CSM),1.44,<3> [GCC],8.1,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 09:00,1,1,,16.5,<0> ,50.94,<0> ,33.5,<0> ,99.8,<0> ,8.0,<0> ,,<-1> ,,,1.48,<5> [SIC] (CSM),1.41,<3> [GCC],8.1,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 09:15,1,1,,16.7,<0> ,50.87,<0> ,33.4,<0> ,99.0,<0> ,7.9,<0> ,,<-1> ,,,1.45,<5> [SIC] (CSM),1.38,<3> [GCC],8.1,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 09:30,1,1,,16.8,<0> ,50.82,<0> ,33.4,<0> ,98.6,<0> ,7.8,<0> ,,<-1> ,,,1.42,<5> [SIC] (CSM),1.35,<3> [GCC],8.1,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 09:45,1,1,,16.9,<0> ,50.54,<0> ,33.2,<0> ,93.8,<0> ,7.4,<0> ,,<-1> ,,,1.39,<5> [SIC] (CSM),1.32,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 10:00,1,1,,17.0,<0> ,50.45,<0> ,33.1,<0> ,93.1,<0> ,7.4,<0> ,,<-1> ,,,1.36,<5> [SIC] (CSM),1.29,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 10:15,1,1,,17.1,<0> ,50.34,<0> ,33.1,<0> ,90.6,<0> ,7.2,<0> ,,<-1> ,,,1.33,<5> [SIC] (CSM),1.26,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 10:30,1,1,,17.2,<0> ,50.17,<0> ,32.9,<0> ,86.3,<0> ,6.8,<0> ,,<-1> ,,,1.30,<5> [SIC] (CSM),1.23,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 10:45,1,1,,17.4,<0> ,49.93,<0> ,32.8,<0> ,83.2,<0> ,6.6,<0> ,,<-1> ,,,1.27,<5> [SIC] (CSM),1.20,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 11:00,1,1,,17.5,<0> ,49.77,<0> ,32.6,<0> ,79.7,<0> ,6.3,<0> ,,<-1> ,,,1.24,<5> [SIC] (CSM),1.17,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 11:15,1,1,,17.6,<0> ,49.81,<0> ,32.7,<0> ,75.5,<0> ,5.9,<0> ,,<-1> ,,,1.22,<5> [SIC] (CSM),1.15,<3> [GCC],7.9,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 11:30,1,1,,17.7,<0> ,49.78,<0> ,32.7,<0> ,68.1,<0> ,5.3,<0> ,,<-1> ,,,1.20,<5> [SIC] (CSM),1.14,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 11:45,1,1,,17.8,<0> ,49.77,<0> ,32.6,<0> ,67.2,<0> ,5.3,<0> ,,<-1> ,,,1.17,<5> [SIC] (CSM),1.11,<3> [GCC],7.9,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 12:00,1,1,,17.8,<0> ,49.74,<0> ,32.6,<0> ,65.4,<0> ,5.1,<0> ,,<-1> ,,,1.16,<5> [SIC] (CSM),1.10,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 12:15,1,1,,18.0,<0> ,49.62,<0> ,32.5,<0> ,68.0,<0> ,5.3,<0> ,,<-1> ,,,1.14,<5> [SIC] (CSM),1.08,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 12:30,1,1,,18.2,<0> ,49.35,<0> ,32.3,<0> ,65.7,<0> ,5.1,<0> ,,<-1> ,,,1.12,<5> [SIC] (CSM),1.06,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 12:45,1,1,,18.5,<0> ,49.00,<0> ,32.1,<0> ,62.3,<0> ,4.8,<0> ,,<-1> ,,,1.11,<5> [SIC] (CSM),1.05,<3> [GCC],7.8,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 13:00,1,1,,18.7,<0> ,48.68,<0> ,31.8,<0> ,57.7,<0> ,4.5,<0> ,,<-1> ,,,1.09,<5> [SIC] (CSM),1.03,<3> [GCC],7.8,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 13:15,1,1,,18.9,<0> ,48.49,<0> ,31.7,<0> ,53.1,<0> ,4.1,<0> ,,<-1> ,,,1.08,<5> [SIC] (CSM),1.02,<3> [GCC],7.8,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 13:30,1,1,,19.1,<0> ,48.36,<0> ,31.6,<0> ,53.1,<0> ,4.1,<0> ,,<-1> ,,,1.07,<5> [SIC] (CSM),1.01,<3> [GCC],7.7,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 13:45,1,1,,19.3,<0> ,48.23,<0> ,31.5,<0> ,55.9,<0> ,4.3,<0> ,,<-1> ,,,1.06,<5> [SIC] (CSM),1.00,<3> [GCC],7.8,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 14:00,1,1,,19.5,<0> ,48.13,<0> ,31.4,<0> ,58.1,<0> ,4.4,<0> ,,<-1> ,,,1.05,<5> [SIC] (CSM),0.99,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 14:15,1,1,,19.6,<0> ,48.07,<0> ,31.4,<0> ,56.5,<0> ,4.3,<0> ,,<-1> ,,,1.04,<5> [SIC] (CSM),,<-2> [GCM],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 14:30,1,1,,19.7,<0> ,48.05,<0> ,31.4,<0> ,50.7,<0> ,3.9,<0> ,,<-1> ,,,1.02,<5> [SIC] (CSM),,<-3> [GCR],7.7,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 14:45,1,1,,19.8,<0> ,47.99,<0> ,31.3,<0> ,49.0,<0> ,3.7,<0> ,,<-1> ,,,1.02,<5> [SIC] (CSM),0.97,<3> [GCC],7.7,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 15:00,1,1,,19.9,<0> ,47.89,<0> ,31.3,<0> ,57.8,<0> ,4.4,<0> ,,<-1> ,,,1.01,<5> [SIC] (CSM),0.96,<3> [GCC],7.7,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 15:15,1,1,,20.0,<0> ,47.87,<0> ,31.3,<0> ,50.3,<0> ,3.8,<0> ,,<-1> ,,,1.00,<5> [SIC] (CSM),0.95,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 15:30,1,1,,20.1,<0> ,47.85,<0> ,31.2,<0> ,49.0,<0> ,3.7,<0> ,,<-1> ,,,0.99,<5> [SIC] (CSM),0.94,<3> [GCC],7.7,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 15:45,1,1,,20.2,<0> ,47.81,<0> ,31.2,<0> ,59.7,<0> ,4.5,<0> ,,<-1> ,,,0.99,<5> [SIC] (CSM),0.94,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 16:00,1,1,,20.3,<0> ,47.79,<0> ,31.2,<0> ,62.2,<0> ,4.7,<0> ,,<-1> ,,,0.98,<5> [SIC] (CSM),0.93,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 16:15,1,1,,20.3,<0> ,47.79,<0> ,31.2,<0> ,61.5,<0> ,4.6,<0> ,,<-1> ,,,0.97,<5> [SIC] (CSM),0.92,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 16:30,1,1,,20.3,<0> ,47.79,<0> ,31.2,<0> ,61.2,<0> ,4.6,<0> ,,<-1> ,,,0.97,<5> [SIC] (CSM),0.92,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 16:45,1,1,,20.3,<0> ,47.79,<0> ,31.2,<0> ,56.6,<0> ,4.3,<0> ,,<-1> ,,,0.97,<5> [SIC] (CSM),0.92,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 17:00,1,1,,20.3,<0> ,47.81,<0> ,31.2,<0> ,62.1,<0> ,4.7,<0> ,,<-1> ,,,0.99,<5> [SIC] (CSM),0.94,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 17:15,1,1,,20.1,<0> ,47.92,<0> ,31.3,<0> ,71.1,<0> ,5.4,<0> ,,<-1> ,,,1.01,<5> [SIC] (CSM),0.96,<3> [GCC],7.8,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 17:30,1,1,,20.0,<0> ,48.01,<0> ,31.4,<0> ,70.5,<0> ,5.3,<0> ,,<-1> ,,,1.04,<5> [SIC] (CSM),0.99,<3> [GCC],7.8,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 17:45,1,1,,20.2,<0> ,47.66,<0> ,31.1,<0> ,73.0,<0> ,5.5,<0> ,,<-1> ,,,1.08,<5> [SIC] (CSM),1.03,<3> [GCC],7.9,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 18:00,1,1,,20.1,<0> ,48.12,<0> ,31.4,<0> ,81.8,<0> ,6.2,<0> ,,<-1> ,,,1.12,<5> [SIC] (CSM),1.07,<3> [GCC],7.9,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 18:15,1,1,,17.4,<0> ,50.62,<0> ,33.3,<0> ,94.1,<0> ,7.4,<0> ,,<-1> ,,,1.17,<5> [SIC] (CSM),1.12,<3> [GCC],8.0,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 18:30,1,1,,16.9,<0> ,50.87,<0> ,33.4,<0> ,96.3,<0> ,7.6,<0> ,,<-1> ,,,1.22,<5> [SIC] (CSM),1.17,<3> [GCC],8.0,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 18:45,1,1,,16.6,<0> ,50.95,<0> ,33.5,<0> ,97.0,<0> ,7.7,<0> ,,<-1> ,,,1.27,<5> [SIC] (CSM),1.22,<3> [GCC],8.0,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 19:00,1,1,,16.5,<0> ,50.97,<0> ,33.5,<0> ,97.0,<0> ,7.7,<0> ,,<-1> ,,,1.33,<5> [SIC] (CSM),1.28,<3> [GCC],8.0,<0> ,5,<0> ,
tjrbrwq,P,04/13/2022 19:15,1,1,,16.5,<0> ,50.97,<0> ,33.5,<0> ,95.6,<0> ,7.6,<0> ,,<-1> ,,,1.38,<5> [SIC] (CSM),1.33,<3> [GCC],8.0,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 19:30,1,1,,16.6,<0> ,50.98,<0> ,33.5,<0> ,94.4,<0> ,7.5,<0> ,,<-1> ,,,1.42,<5> [SIC] (CSM),1.37,<3> [GCC],8.0,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 19:45,1,1,,16.6,<0> ,50.99,<0> ,33.5,<0> ,95.3,<0> ,7.6,<0> ,,<-1> ,,,1.46,<5> [SIC] (CSM),1.41,<3> [GCC],8.0,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 20:00,1,1,,16.6,<0> ,51.00,<0> ,33.5,<0> ,95.3,<0> ,7.6,<0> ,,<-1> ,,,1.50,<5> [SIC] (CSM),1.45,<3> [GCC],8.1,<0> ,4,<0> ,
tjrbrwq,P,04/13/2022 20:15,1,1,,16.6,<0> ,51.00,<0> ,33.5,<0> ,95.1,<0> ,7.6,<0> ,,<-1> ,,,1.52,<5> [SIC] (CSM),1.47,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 20:30,1,1,,16.5,<0> ,51.00,<0> ,33.5,<0> ,91.6,<0> ,7.3,<0> ,,<-1> ,,,1.52,<5> [SIC] (CSM),1.47,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 20:45,1,1,,16.5,<0> ,51.00,<0> ,33.5,<0> ,87.3,<0> ,7.0,<0> ,,<-1> ,,,1.51,<5> [SIC] (CSM),1.46,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 21:00,1,1,,16.5,<0> ,51.00,<0> ,33.5,<0> ,92.7,<0> ,7.4,<0> ,,<-1> ,,,1.50,<5> [SIC] (CSM),1.45,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 21:15,1,1,,16.5,<0> ,51.01,<0> ,33.5,<0> ,94.2,<0> ,7.5,<0> ,,<-1> ,,,1.47,<5> [SIC] (CSM),1.42,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 21:30,1,1,,16.4,<0> ,51.00,<0> ,33.5,<0> ,89.2,<0> ,7.1,<0> ,,<-1> ,,,1.45,<5> [SIC] (CSM),1.40,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 21:45,1,1,,16.4,<0> ,51.00,<0> ,33.5,<0> ,88.2,<0> ,7.1,<0> ,,<-1> ,,,1.42,<5> [SIC] (CSM),1.37,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 22:00,1,1,,16.4,<0> ,50.97,<0> ,33.5,<0> ,85.7,<0> ,6.9,<0> ,,<-1> ,,,1.40,<5> [SIC] (CSM),1.35,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 22:15,1,1,,16.4,<0> ,50.92,<0> ,33.5,<0> ,83.6,<0> ,6.7,<0> ,,<-1> ,,,1.37,<5> [SIC] (CSM),1.32,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 22:30,1,1,,16.5,<0> ,50.74,<0> ,33.3,<0> ,80.6,<0> ,6.4,<0> ,,<-1> ,,,1.34,<5> [SIC] (CSM),1.29,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 22:45,1,1,,16.5,<0> ,50.75,<0> ,33.3,<0> ,79.3,<0> ,6.3,<0> ,,<-1> ,,,1.31,<5> [SIC] (CSM),1.26,<3> [GCC],8.0,<0> ,3,<0> ,
tjrbrwq,P,04/13/2022 23:00,1,1,,16.6,<0> ,50.60,<0> ,33.2,<0> ,76.1,<0> ,6.1,<0> ,,<-1> ,,,1.28,<5> [SIC] (CSM),1.23,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 23:15,1,1,,16.6,<0> ,50.65,<0> ,33.3,<0> ,74.9,<0> ,6.0,<0> ,,<-1> ,,,1.25,<5> [SIC] (CSM),1.20,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 23:30,1,1,,16.7,<0> ,50.58,<0> ,33.2,<0> ,72.2,<0> ,5.7,<0> ,,<-1> ,,,1.22,<5> [SIC] (CSM),1.17,<3> [GCC],8.0,<0> ,2,<0> ,
tjrbrwq,P,04/13/2022 23:45,1,1,,16.8,<0> ,50.41,<0> ,33.1,<0> ,69.9,<0> ,5.6,<0> ,,<-1> ,,,1.20,<5> [SIC] (CSM),1.15,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 00:00,1,1,,16.9,<0> ,50.42,<0> ,33.1,<0> ,65.4,<0> ,5.2,<0> ,,<-1> ,,,1.18,<5> [SIC] (CSM),1.13,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 00:15,1,1,,16.7,<0> ,50.56,<0> ,33.2,<0> ,58.9,<0> ,4.7,<0> ,,<-1> ,,,1.16,<5> [SIC] (CSM),1.11,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 00:30,1,1,,16.7,<0> ,50.59,<0> ,33.2,<0> ,54.9,<0> ,4.4,<0> ,,<-1> ,,,1.14,<5> [SIC] (CSM),1.09,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 00:45,1,1,,16.6,<0> ,50.58,<0> ,33.2,<0> ,54.1,<0> ,4.3,<0> ,,<-1> ,,,1.13,<5> [SIC] (CSM),1.08,<3> [GCC],7.9,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 01:00,1,1,,16.5,<0> ,50.57,<0> ,33.2,<0> ,48.9,<0> ,3.9,<0> ,,<-1> ,,,1.11,<5> [SIC] (CSM),1.07,<3> [GCC],7.8,<0> ,2,<0> ,
tjrbrwq,P,04/14/2022 01:15,1,1,,16.5,<0> ,50.57,<0> ,33.2,<0> ,53.9,<0> ,4.3,<0> ,,<-1> ,,,1.09,<5> [SIC] (CSM),1.05,<3> [GCC],7.9,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 01:30,1,1,,16.6,<0> ,50.50,<0> ,33.2,<0> ,49.4,<0> ,3.9,<0> ,,<-1> ,,,1.08,<5> [SIC] (CSM),1.04,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 01:45,1,1,,16.7,<0> ,50.41,<0> ,33.1,<0> ,46.0,<0> ,3.7,<0> ,,<-1> ,,,1.07,<5> [SIC] (CSM),1.03,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 02:00,1,1,,16.8,<0> ,50.27,<0> ,33.0,<0> ,42.9,<0> ,3.4,<0> ,,<-1> ,,,1.06,<5> [SIC] (CSM),1.02,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 02:15,1,1,,16.9,<0> ,50.17,<0> ,32.9,<0> ,40.9,<0> ,3.3,<0> ,,<-1> ,,,1.04,<5> [SIC] (CSM),1.00,<3> [GCC],7.8,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 02:30,1,1,,16.9,<0> ,50.11,<0> ,32.9,<0> ,37.7,<0> ,3.0,<0> ,,<-1> ,,,1.03,<5> [SIC] (CSM),1.00,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 02:45,1,1,,16.9,<0> ,50.02,<0> ,32.8,<0> ,33.7,<0> (CDA),2.7,<0> (CDA),,<-1> ,,,1.02,<5> [SIC] (CSM),0.99,<3> [GCC],7.7,<0> ,3,<0> ,
tjrbrwq,P,04/14/2022 03:00,1,1,,17.0,<0> ,49.80,<0> ,32.7,<0> ,31.8,<0> (CDA),2.5,<0> (CDA),,<-1> ,,,1.01,<5> [SIC] (CSM),0.98,<3> [GCC],7.7,<0> ,4,<0> ,
