SEGMENT,geometry,area_m2,centroid,x,y,long_index,long_pos,time,spcond,turb,water_level,water_level_mean,water_level_change,tidal_phase
256,"MULTIPOLYGON (((487798.8334889707 3602494.2091140174, 487822.7476628484 3602537.660313876, 487837.0924763313 3602527.588423558, 487809.7268283912 3602487.0266924216, 487798.8334889707 3602494.2091140174)))",751.282309707171,POINT (487817.7137940648 3602512.6482726596),487817.7137940648,3602512.6482726596,38,0.7625,2022-07-11 01:00:00,52.682625,2.534375,0.75,0.75,-0.14375000000000004,ebb
257,"MULTIPOLYGON (((487783.84941747674 3602504.088721596, 487814.2159061312 3602543.6506962515, 487822.7476628484 3602537.660313876, 487798.8334889707 3602494.2091140174, 487783.84941747674 3602504.088721596)))",703.3892800581536,POINT (487803.7034617003 3602518.071332727),487803.7034617003,3602518.071332727,39,0.75625,2022-07-11 01:00:00,52.6925625,2.5484375000000004,0.75,0.75,-0.14375000000000004,ebb
258,"MULTIPOLYGON (((487769.5398466176 3602513.5236034812, 487803.8145613377 3602550.953768128, 487814.2159061312 3602543.6506962515, 487783.84941747674 3602504.088721596, 487769.5398466176 3602513.5236034812)))",746.1269333471705,POINT (487792.0543211139 3602527.117033201),487792.0543211139,3602527.117033201,40,0.75,2022-07-11 01:00:00,52.7025,2.5625,0.75,0.75,-0.14375000000000004,ebb
259,"MULTIPOLYGON (((487752.8310009091 3602524.5404248275, 487797.04072172585 3602555.7098682807, 487803.8145613377 3602550.953768128, 487769.5398466176 3602513.5236034812, 487752.8310009091 3602524.5404248275)))",712.207962679698,POINT (487778.10711154056 3602533.8327611955),487778.10711154056,3602533.8327611955,41,0.74375,2022-07-11 01:00:00,52.71243749999999,2.5765624999999996,0.75,0.75,-0.14375000000000004,ebb
260,"MULTIPOLYGON (((487741.29779807647 3602532.1447343873, 487785.0239278188 3602564.1471916623, 487797.04072172585 3602555.7098682807, 487752.8310009091 3602524.5404248275, 487741.29779807647 3602532.1447343873)))",724.583173313106,POINT (487769.30277684954 3602544.329561951),487769.30277684954,3602544.329561951,42,0.7375,2022-07-11 01:00:00,52.722375,2.590625,0.75,0.75,-0.14375000000000004,ebb
261,"MULTIPOLYGON (((487723.2576652547 3602546.3263031305, 487784.14223411673 3602564.766253198, 487785.0239278188 3602564.1471916623, 487741.29779807647 3602532.1447343873, 487723.79136893805 3602543.6874349182, 487723.2576652547 3602546.3263031305)))",645.7100773972423,POINT (487749.82363256946 3602547.782237451),487749.82363256946,3602547.782237451,43,0.73125,2022-07-11 01:00:00,52.7323125,2.6046875,0.75,0.75,-0.14375000000000004,ebb
262,"MULTIPOLYGON (((487720.37825137126 3602560.5634051096, 487767.7103238903 3602576.3035518676, 487784.14223411673 3602564.766253198, 487723.2576652547 3602546.3263031305, 487720.37825137126 3602560.5634051096)))",862.320499928388,POINT (487749.5066510545 3602561.88115837),487749.5066510545,3602561.88115837,44,0.725,2022-07-11 01:00:00,52.74225,2.6187500000000004,0.75,0.75,-0.14375000000000004,ebb
263,"MULTIPOLYGON (((487716.5185210016 3602579.647627493, 487758.7460834142 3602584.7723316695, 487758.2835824414 3602582.9223277783, 487767.7103238903 3602576.3035518676, 487720.37825137126 3602560.5634051096, 487716.5185210016 3602579.647627493)))",673.5514149361825,POINT (487738.29385118035 3602574.449552719),487738.29385118035,3602574.449552719,45,0.71875,2022-07-11 01:00:00,52.752187500000005,2.6328125,0.75,0.75,-0.14375000000000004,ebb
264,"MULTIPOLYGON (((487713.16177580087 3602596.244867652, 487762.1623219529 3602598.4372858247, 487758.7460834142 3602584.7723316695, 487716.5185210016 3602579.647627493, 487713.16177580087 3602596.244867652)))",690.0818570736194,POINT (487736.77429915237 3602589.892904704),487736.77429915237,3602589.892904704,46,0.7125,2022-07-11 01:00:00,52.762125000000005,2.6468749999999996,0.75,0.75,-0.14375000000000004,ebb
265,"MULTIPOLYGON (((487708.7285279325 3602618.1648154464, 487764.13188607607 3602606.315542317, 487762.1623219529 3602598.4372858247, 487713.16177580087 3602596.244867652, 487708.7285279325 3602618.1648154464)))",771.8143579803162,POINT (487733.0785741894 3602605.2822817625),487733.0785741894,3602605.2822817625,47,0.70625,2022-07-11 01:00:00,52.772062500000004,2.6609375,0.75,0.75,-0.14375000000000004,ebb
266,"MULTIPOLYGON (((487712.50300067244 3602633.736725941, 487767.46468646394 3602619.6467438685, 487764.13188607607 3602606.315542317, 487708.7285279325 3602618.1648154464, 487708.26987286157 3602620.4326099637, 487712.50300067244 3602633.736725941)))",851.4135827146636,POINT (487737.24717338127 3602619.6752602165),487737.24717338127,3602619.6752602165,48,0.7,2022-07-11 01:00:00,52.782,2.675,0.75,0.75,-0.14375000000000004,ebb
267,"MULTIPOLYGON (((487717.4786289629 3602649.3744148538, 487771.1647051035 3602632.782458251, 487770.35585716757 3602631.2114266832, 487767.46468646394 3602619.6467438685, 487712.50300067244 3602633.736725941, 487717.4786289629 3602649.3744148538)))",845.6819098793031,POINT (487741.2389596633 3602634.1265867283),487741.2389596633,3602634.1265867283,49,0.69375,2022-07-11 01:00:00,52.7919375,2.6890625000000004,0.75,0.75,-0.14375000000000004,ebb
268,"MULTIPOLYGON (((487721.76369334274 3602662.8417600472, 487778.4823189429 3602646.9955159007, 487771.1647051035 3602632.782458251, 487717.4786289629 3602649.3744148538, 487721.76369334274 3602662.8417600472)))",858.1041563211897,POINT (487747.72790268477 3602647.9068247396),487747.72790268477,3602647.9068247396,50,0.6875,2022-07-11 01:00:00,52.801875,2.703125,0.75,0.75,-0.14375000000000004,ebb
269,"MULTIPOLYGON (((487726.46374666755 3602677.613356211, 487785.1528660024 3602659.9517707666, 487778.4823189429 3602646.9955159007, 487721.76369334274 3602662.8417600472, 487726.46374666755 3602677.613356211)))",895.2532248218586,POINT (487752.6002465017 3602662.011052213),487752.6002465017,3602662.011052213,51,0.68125,2022-07-11 01:00:00,52.8118125,2.7171874999999996,0.75,0.75,-0.14375000000000004,ebb
270,"MULTIPOLYGON (((487730.66920489946 3602690.830510654, 487792.60357284854 3602674.4233359867, 487785.1528660024 3602659.9517707666, 487726.46374666755 3602677.613356211, 487730.66920489946 3602690.830510654)))",934.255254007005,POINT (487759.4462974134 3602675.5522484295),487759.4462974134,3602675.5522484295,52,0.675,2022-07-11 01:00:00,52.821749999999994,2.73125,0.75,0.75,-0.14375000000000004,ebb
271,"MULTIPOLYGON (((487736.2741992926 3602705.6432740362, 487799.335729133 3602687.499254924, 487792.60357284854 3602674.4233359867, 487730.66920489946 3602690.830510654, 487732.4144223139 3602696.315479671, 487736.2741992926 3602705.6432740362)))",980.5044060932713,POINT (487764.18255323044 3602689.781155637),487764.18255323044,3602689.781155637,53,0.66875,2022-07-11 01:00:00,52.8316875,2.7453125,0.75,0.75,-0.14375000000000004,ebb
272,"MULTIPOLYGON (((487741.63888225 3602718.607924517, 487806.69555039617 3602701.7942923773, 487799.335729133 3602687.499254924, 487736.2741992926 3602705.6432740362, 487741.63888225 3602718.607924517)))",984.3202191715849,POINT (487771.6474947297 3602703.230083591),487771.6474947297,3602703.230083591,54,0.6625,2022-07-11 01:00:00,52.841625,2.7593750000000004,0.75,0.75,-0.14375000000000004,ebb
273,"MULTIPOLYGON (((487747.16653403855 3602731.966416339, 487813.8674417804 3602715.7243121816, 487806.69555039617 3602701.7942923773, 487741.63888225 3602718.607924517, 487747.16653403855 3602731.966416339)))",1003.8152229246936,POINT (487777.7065580256 3602716.9555883817),487777.7065580256,3602716.9555883817,55,0.65625,2022-07-11 01:00:00,52.8515625,2.7734375,0.75,0.75,-0.14375000000000004,ebb
274,"MULTIPOLYGON (((487752.6745538711 3602745.277464268, 487815.0190853925 3602731.1996668275, 487815.1957347219 3602718.3042657794, 487813.8674417804 3602715.7243121816, 487747.16653403855 3602731.966416339, 487752.6745538711 3602745.277464268)))",987.9608849764177,POINT (487782.85219545756 3602730.7802141844),487782.85219545756,3602730.7802141844,56,0.65,2022-07-11 01:00:00,52.8615,2.7874999999999996,0.75,0.75,-0.14375000000000004,ebb
275,"MULTIPOLYGON (((487758.75103754376 3602759.96229981, 487814.80989559 3602746.4705224065, 487815.0190853925 3602731.1996668275, 487752.6745538711 3602745.277464268, 487758.75103754376 3602759.96229981)))",927.1535407643336,POINT (487785.0119169923 3602745.662802314),487785.0119169923,3602745.662802314,57,0.64375,2022-07-11 01:00:00,52.8714375,2.8015625,0.75,0.75,-0.14375000000000004,ebb
276,"MULTIPOLYGON (((487764.1175022269 3602772.9312561275, 487814.592466834 3602762.342821597, 487814.80989559 3602746.4705224065, 487758.75103754376 3602759.96229981, 487764.1175022269 3602772.9312561275)))",799.1397689519284,POINT (487788.52969289065 3602760.184636632),487788.52969289065,3602760.184636632,58,0.6375,2022-07-11 01:00:00,52.881375000000006,2.815625,0.75,0.75,-0.14375000000000004,ebb
277,"MULTIPOLYGON (((487770.1450248593 3602787.497769156, 487814.3906416418 3602777.0760606243, 487814.592466834 3602762.342821597, 487764.1175022269 3602772.9312561275, 487770.1450248593 3602787.497769156)))",724.4220714848066,POINT (487790.4671668749 3602774.876903185),487790.4671668749,3602774.876903185,59,0.63125,2022-07-11 01:00:00,52.8913125,2.8296875000000004,0.75,0.75,-0.14375000000000004,ebb
278,"MULTIPOLYGON (((487770.62858741754 3602788.666378672, 487814.1334679153 3602795.8497426608, 487814.3906416418 3602777.0760606243, 487770.1450248593 3602787.497769156, 487770.62858741754 3602788.666378672)))",437.6697814128902,POINT (487798.76702342916 3602787.0169169563),487798.76702342916,3602787.0169169563,60,0.625,2022-07-11 01:00:00,52.90125,2.84375,0.75,0.75,-0.14375000000000004,ebb
279,"MULTIPOLYGON (((487771.9100035784 3602800.0072038895, 487813.89995472325 3602812.8962056795, 487814.1334679153 3602795.8497426608, 487770.62858741754 3602788.666378672, 487773.8050785179 3602796.342898831, 487771.9100035784 3602800.0072038895)))",588.3895275282266,POINT (487794.6667123514 3602799.770734039),487794.6667123514,3602799.770734039,61,0.61875,2022-07-11 01:00:00,52.911187500000004,2.8578124999999996,0.75,0.75,-0.14375000000000004,ebb
280,"MULTIPOLYGON (((487764.9743349401 3602813.4179694206, 487813.6921608434 3602828.0651589083, 487813.89995472325 3602812.8962056795, 487771.9100035784 3602800.0072038895, 487764.9743349401 3602813.4179694206)))",697.2766269109958,POINT (487791.00552869623 3602813.750340511),487791.00552869623,3602813.750340511,62,0.6125,2022-07-11 01:00:00,52.921125,2.871875,0.75,0.75,-0.14375000000000004,ebb
281,"MULTIPOLYGON (((487757.82110450626 3602827.24941108, 487813.4824051264 3602843.3773262505, 487813.6921608434 3602828.0651589083, 487764.9743349401 3602813.4179694206, 487757.82110450626 3602827.24941108)))",817.145280183574,POINT (487787.29511449795 3602828.1395300566),487787.29511449795,3602828.1395300566,63,0.60625,2022-07-11 01:00:00,52.931062499999996,2.8859375,0.75,0.75,-0.14375000000000004,ebb
282,"MULTIPOLYGON (((487752.1610334531 3602838.1936890925, 487805.80714546936 3602859.4783813097, 487813.4711240467 3602844.2008450665, 487813.4824051264 3602843.3773262505, 487757.82110450626 3602827.24941108, 487752.1610334531 3602838.1936890925)))",866.8607602773247,POINT (487784.0934565134 3602842.683174819),487784.0934565134,3602842.683174819,64,0.6,2022-07-11 01:00:00,52.941,2.9000000000000004,0.75,0.75,-0.14375000000000004,ebb
283,"MULTIPOLYGON (((487744.39818289306 3602853.203888418, 487799.9645637668 3602871.125106677, 487805.80714546936 3602859.4783813097, 487752.1610334531 3602838.1936890925, 487744.39818289306 3602853.203888418)))",861.1706394421187,POINT (487774.411520686 3602855.0839574374),487774.411520686,3602855.0839574374,65,0.59375,2022-07-11 01:00:00,52.950937499999995,2.9140625,0.75,0.75,-0.14375000000000004,ebb
