********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend, C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code,m,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb",
tjroswq,P,04/07/2022 00:00,1,1,,18.4,<0> ,46.20,<0> ,30.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.44,<5> [SIC] (CSM),1.41,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 00:15,1,1,,18.3,<0> ,46.40,<0> ,30.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.45,<5> [SIC] (CSM),1.42,<3> [GCC],7.4,<0> ,7,<0> ,
tjroswq,P,04/07/2022 00:30,1,1,,18.3,<0> ,46.66,<0> ,30.4,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.44,<5> [SIC] (CSM),1.41,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 00:45,1,1,,18.2,<0> ,47.02,<0> ,30.6,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.43,<5> [SIC] (CSM),1.40,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 01:00,1,1,,18.2,<0> ,47.16,<0> ,30.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.42,<5> [SIC] (CSM),1.39,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 01:15,1,1,,18.2,<0> ,47.24,<0> ,30.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.39,<5> [SIC] (CSM),1.36,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 01:30,1,1,,18.2,<0> ,47.28,<0> ,30.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.37,<5> [SIC] (CSM),1.34,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 01:45,1,1,,18.1,<0> ,47.35,<0> ,30.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.34,<5> [SIC] (CSM),1.31,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 02:00,1,1,,18.0,<0> ,47.43,<0> ,30.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.32,<5> [SIC] (CSM),1.29,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 02:15,1,1,,17.9,<0> ,47.46,<0> ,31.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.29,<5> [SIC] (CSM),1.26,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 02:30,1,1,,17.9,<0> ,47.57,<0> ,31.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.26,<5> [SIC] (CSM),1.23,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 02:45,1,1,,17.9,<0> ,47.67,<0> ,31.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.23,<5> [SIC] (CSM),1.20,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 03:00,1,1,,17.8,<0> ,47.77,<0> ,31.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.20,<5> [SIC] (CSM),1.18,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 03:15,1,1,,17.8,<0> ,47.88,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.18,<5> [SIC] (CSM),1.16,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 03:30,1,1,,17.8,<0> ,47.99,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.14,<5> [SIC] (CSM),1.12,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 03:45,1,1,,17.8,<0> ,48.05,<0> ,31.4,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.11,<5> [SIC] (CSM),1.09,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 04:00,1,1,,17.7,<0> ,48.18,<0> ,31.5,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.08,<5> [SIC] (CSM),1.06,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 04:15,1,1,,17.7,<0> ,48.22,<0> ,31.5,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.05,<5> [SIC] (CSM),1.03,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 04:30,1,1,,17.7,<0> ,48.29,<0> ,31.6,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.02,<5> [SIC] (CSM),1.00,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 04:45,1,1,,17.7,<0> ,48.36,<0> ,31.6,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.00,<5> [SIC] (CSM),0.98,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 05:00,1,1,,17.7,<0> ,48.43,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.98,<5> [SIC] (CSM),0.95,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 05:15,1,1,,17.7,<0> ,48.50,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.96,<5> [SIC] (CSM),0.93,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 05:30,1,1,,17.7,<0> ,48.51,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.94,<5> [SIC] (CSM),0.91,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 05:45,1,1,,17.7,<0> ,48.53,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.92,<5> [SIC] (CSM),0.89,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 06:00,1,1,,17.7,<0> ,48.57,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.90,<5> [SIC] (CSM),0.87,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 06:15,1,1,,17.7,<0> ,48.56,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.89,<5> [SIC] (CSM),0.86,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 06:30,1,1,,17.8,<0> ,48.58,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.87,<5> [SIC] (CSM),0.84,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 06:45,1,1,,17.8,<0> ,48.59,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.86,<5> [SIC] (CSM),0.83,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 07:00,1,1,,17.8,<0> ,48.62,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.84,<5> [SIC] (CSM),0.81,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 07:15,1,1,,17.8,<0> ,48.65,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.83,<5> [SIC] (CSM),0.80,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 07:30,1,1,,17.8,<0> ,48.66,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.82,<5> [SIC] (CSM),0.79,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 07:45,1,1,,17.8,<0> ,48.68,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.81,<5> [SIC] (CSM),0.77,<3> [GCC],7.3,<0> ,10,<0> ,
tjroswq,P,04/07/2022 08:00,1,1,,17.8,<0> ,48.70,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.80,<5> [SIC] (CSM),0.76,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 08:15,1,1,,17.8,<0> ,48.73,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.79,<5> [SIC] (CSM),0.76,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 08:30,1,1,,17.8,<0> ,48.75,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.78,<5> [SIC] (CSM),0.74,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 08:45,1,1,,17.8,<0> ,48.77,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.77,<5> [SIC] (CSM),0.73,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 09:00,1,1,,17.9,<0> ,48.78,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.76,<5> [SIC] (CSM),0.73,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 09:15,1,1,,17.9,<0> ,48.80,<0> ,31.9,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.75,<5> [SIC] (CSM),0.72,<3> [GCC],7.3,<0> ,10,<0> ,
tjroswq,P,04/07/2022 09:30,1,1,,17.9,<0> ,48.83,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.75,<5> [SIC] (CSM),0.72,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 09:45,1,1,,18.0,<0> ,48.84,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.74,<5> [SIC] (CSM),0.71,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 10:00,1,1,,18.1,<0> ,48.86,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.73,<5> [SIC] (CSM),0.70,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 10:15,1,1,,18.1,<0> ,48.90,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.73,<5> [SIC] (CSM),0.70,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 10:30,1,1,,18.2,<0> ,48.91,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.72,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 10:45,1,1,,18.3,<0> ,48.92,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.72,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,8,<0> ,
tjroswq,P,04/07/2022 11:00,1,1,,18.4,<0> ,48.97,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.72,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 11:15,1,1,,18.5,<0> ,48.97,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.71,<5> [SIC] (CSM),0.68,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 11:30,1,1,,18.5,<0> ,49.01,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.71,<5> [SIC] (CSM),0.68,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 11:45,1,1,,18.7,<0> ,49.00,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.71,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 12:00,1,1,,18.8,<0> ,49.01,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.72,<5> [SIC] (CSM),0.70,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 12:15,1,1,,19.0,<0> ,49.03,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.71,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 12:30,1,1,,19.1,<0> ,49.03,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.71,<5> [SIC] (CSM),0.69,<3> [GCC],7.3,<0> ,12,<0> ,
tjroswq,P,04/07/2022 12:45,1,1,,19.2,<0> ,49.03,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.72,<5> [SIC] (CSM),0.70,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 13:00,1,1,,19.4,<0> ,49.04,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.73,<5> [SIC] (CSM),0.72,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 13:15,1,1,,19.6,<0> ,49.05,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.75,<5> [SIC] (CSM),0.74,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 13:30,1,1,,19.7,<0> ,49.05,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.77,<5> [SIC] (CSM),0.76,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 13:45,1,1,,19.8,<0> ,49.05,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.78,<5> [SIC] (CSM),0.77,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 14:00,1,1,,19.9,<0> ,49.05,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.80,<5> [SIC] (CSM),0.80,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 14:15,1,1,,20.0,<0> ,49.11,<0> ,32.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.81,<5> [SIC] (CSM),0.81,<3> [GCC],7.3,<0> ,9,<0> ,
tjroswq,P,04/07/2022 14:30,1,1,,20.1,<0> ,49.07,<0> ,32.1,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.82,<5> [SIC] (CSM),0.82,<3> [GCC],7.3,<0> ,10,<0> ,
tjroswq,P,04/07/2022 14:45,1,1,,20.3,<0> ,49.09,<0> ,32.1,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.84,<5> [SIC] (CSM),0.84,<3> [GCC],7.3,<0> ,10,<0> ,
tjroswq,P,04/07/2022 15:00,1,1,,20.6,<0> ,49.03,<0> ,32.1,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.85,<5> [SIC] (CSM),0.85,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 15:15,1,1,,20.9,<0> ,48.97,<0> ,32.1,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.87,<5> [SIC] (CSM),0.87,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 15:30,1,1,,20.9,<0> ,48.95,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.87,<5> [SIC] (CSM),0.87,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 15:45,1,1,,20.9,<0> ,48.93,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.89,<5> [SIC] (CSM),0.89,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 16:00,1,1,,20.8,<0> ,48.95,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.91,<5> [SIC] (CSM),0.91,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 16:15,1,1,,21.3,<0> ,48.90,<0> ,32.0,<0> ,1.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.90,<5> [SIC] (CSM),0.90,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 16:30,1,1,,21.4,<0> ,48.86,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.91,<5> [SIC] (CSM),0.91,<3> [GCC],7.4,<0> ,10,<0> ,
tjroswq,P,04/07/2022 16:45,1,1,,21.2,<0> ,48.86,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.92,<5> [SIC] (CSM),0.92,<3> [GCC],7.4,<0> ,9,<0> ,
tjroswq,P,04/07/2022 17:00,1,1,,21.4,<0> ,48.82,<0> ,31.9,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.94,<5> [SIC] (CSM),0.94,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/07/2022 17:15,1,1,,21.2,<0> ,48.83,<0> ,31.9,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.94,<5> [SIC] (CSM),0.95,<3> [GCC],7.4,<0> ,7,<0> ,
tjroswq,P,04/07/2022 17:30,1,1,,21.1,<0> ,48.86,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.95,<5> [SIC] (CSM),0.96,<3> [GCC],7.4,<0> ,7,<0> ,
tjroswq,P,04/07/2022 17:45,1,1,,20.9,<0> ,48.87,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.96,<5> [SIC] (CSM),0.97,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 18:00,1,1,,20.8,<0> ,48.86,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.96,<5> [SIC] (CSM),0.97,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 18:15,1,1,,20.8,<0> ,48.85,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.98,<5> [SIC] (CSM),0.99,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 18:30,1,1,,20.9,<0> ,48.86,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.99,<5> [SIC] (CSM),1.00,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 18:45,1,1,,20.9,<0> ,48.89,<0> ,32.0,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,0.99,<5> [SIC] (CSM),1.00,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 19:00,1,1,,21.0,<0> ,48.88,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.01,<5> [SIC] (CSM),1.01,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 19:15,1,1,,21.0,<0> ,48.91,<0> ,32.0,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.03,<5> [SIC] (CSM),1.03,<3> [GCC],7.3,<0> ,6,<0> ,
tjroswq,P,04/07/2022 19:30,1,1,,21.6,<0> ,48.72,<0> ,31.9,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.06,<5> [SIC] (CSM),1.06,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 19:45,1,1,,21.6,<0> ,48.72,<0> ,31.9,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.06,<5> [SIC] (CSM),1.06,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 20:00,1,1,,21.5,<0> ,48.73,<0> ,31.9,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.07,<5> [SIC] (CSM),1.07,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 20:15,1,1,,21.8,<0> ,48.56,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.10,<5> [SIC] (CSM),1.10,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 20:30,1,1,,21.7,<0> ,48.60,<0> ,31.8,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.12,<5> [SIC] (CSM),1.12,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 20:45,1,1,,21.5,<0> ,48.58,<0> ,31.8,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.14,<5> [SIC] (CSM),1.14,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 21:00,1,1,,21.4,<0> ,48.61,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.15,<5> [SIC] (CSM),1.15,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 21:15,1,1,,21.9,<0> ,48.56,<0> ,31.7,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.17,<5> [SIC] (CSM),1.16,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 21:30,1,1,,21.9,<0> ,48.58,<0> ,31.8,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.19,<5> [SIC] (CSM),1.19,<3> [GCC],7.4,<0> ,7,<0> ,
tjroswq,P,04/07/2022 21:45,1,1,,21.7,<0> ,48.55,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.20,<5> [SIC] (CSM),1.20,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 22:00,1,1,,21.6,<0> ,48.56,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.21,<5> [SIC] (CSM),1.21,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 22:15,1,1,,21.8,<0> ,48.57,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.23,<5> [SIC] (CSM),1.23,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 22:30,1,1,,21.9,<0> ,48.54,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.25,<5> [SIC] (CSM),1.25,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 22:45,1,1,,21.6,<0> ,48.52,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.26,<5> [SIC] (CSM),1.26,<3> [GCC],7.4,<0> ,5,<0> ,
tjroswq,P,04/07/2022 23:00,1,1,,21.6,<0> ,48.49,<0> ,31.7,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.27,<5> [SIC] (CSM),1.27,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/07/2022 23:15,1,1,,21.3,<0> ,47.97,<0> ,31.3,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.29,<5> [SIC] (CSM),1.29,<3> [GCC],7.5,<0> ,8,<0> ,
tjroswq,P,04/07/2022 23:30,1,1,,21.0,<0> ,47.82,<0> ,31.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.30,<5> [SIC] (CSM),1.30,<3> [GCC],7.5,<0> ,9,<0> ,
tjroswq,P,04/07/2022 23:45,1,1,,20.9,<0> ,47.89,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.30,<5> [SIC] (CSM),1.30,<3> [GCC],7.5,<0> ,8,<0> ,
tjroswq,P,04/08/2022 00:00,1,1,,20.8,<0> ,47.87,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.31,<5> [SIC] (CSM),1.31,<3> [GCC],7.4,<0> ,8,<0> ,
tjroswq,P,04/08/2022 00:15,1,1,,20.5,<0> ,47.87,<0> ,31.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.32,<5> [SIC] (CSM),1.32,<3> [GCC],7.4,<0> ,7,<0> ,
tjroswq,P,04/08/2022 00:30,1,1,,20.3,<0> ,47.86,<0> ,31.2,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.32,<5> [SIC] (CSM),1.32,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/08/2022 00:45,1,1,,20.2,<0> ,47.88,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.31,<5> [SIC] (CSM),1.31,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/08/2022 01:00,1,1,,20.2,<0> ,47.90,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.31,<5> [SIC] (CSM),1.31,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/08/2022 01:15,1,1,,20.1,<0> ,47.91,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.30,<5> [SIC] (CSM),1.30,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/08/2022 01:30,1,1,,20.0,<0> ,47.93,<0> ,31.3,<0> ,0.7,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.29,<5> [SIC] (CSM),1.30,<3> [GCC],7.4,<0> ,6,<0> ,
tjroswq,P,04/08/2022 01:45,1,1,,19.9,<0> ,47.97,<0> ,31.3,<0> ,0.8,<0> (CDA),0.1,<0> (CDA),,<-1> ,,,1.29,<5> [SIC] (CSM),1.30,<3> [GCC],7.4,<0> ,5,<0> ,
